perm,qidx,correct
"[4, 0, 1, 3, 5, 2, 6, 7]",97,0
"[4, 0, 1, 3, 5, 2, 6, 7]",98,1
"[4, 0, 1, 3, 5, 2, 6, 7]",99,1
"[6, 2, 3, 7, 1, 5, 0, 4]",0,0
"[6, 2, 3, 7, 1, 5, 0, 4]",1,1
"[6, 2, 3, 7, 1, 5, 0, 4]",2,0
"[6, 2, 3, 7, 1, 5, 0, 4]",3,1
"[6, 2, 3, 7, 1, 5, 0, 4]",4,0
"[6, 2, 3, 7, 1, 5, 0, 4]",5,0
"[6, 2, 3, 7, 1, 5, 0, 4]",6,0
"[6, 2, 3, 7, 1, 5, 0, 4]",7,1
"[6, 2, 3, 7, 1, 5, 0, 4]",8,0
"[6, 2, 3, 7, 1, 5, 0, 4]",9,1
"[6, 2, 3, 7, 1, 5, 0, 4]",10,0
"[6, 2, 3, 7, 1, 5, 0, 4]",11,0
"[6, 2, 3, 7, 1, 5, 0, 4]",12,0
"[6, 2, 3, 7, 1, 5, 0, 4]",13,0
"[6, 2, 3, 7, 1, 5, 0, 4]",14,0
"[6, 2, 3, 7, 1, 5, 0, 4]",15,0
"[6, 2, 3, 7, 1, 5, 0, 4]",16,0
"[6, 2, 3, 7, 1, 5, 0, 4]",17,1
"[6, 2, 3, 7, 1, 5, 0, 4]",18,1
"[6, 2, 3, 7, 1, 5, 0, 4]",19,1
"[6, 2, 3, 7, 1, 5, 0, 4]",20,1
"[6, 2, 3, 7, 1, 5, 0, 4]",21,0
"[6, 2, 3, 7, 1, 5, 0, 4]",22,0
"[6, 2, 3, 7, 1, 5, 0, 4]",23,0
"[6, 2, 3, 7, 1, 5, 0, 4]",24,0
"[6, 2, 3, 7, 1, 5, 0, 4]",25,0
"[6, 2, 3, 7, 1, 5, 0, 4]",26,1
"[6, 2, 3, 7, 1, 5, 0, 4]",27,1
"[6, 2, 3, 7, 1, 5, 0, 4]",28,1
"[6, 2, 3, 7, 1, 5, 0, 4]",29,0
"[6, 2, 3, 7, 1, 5, 0, 4]",30,1
"[6, 2, 3, 7, 1, 5, 0, 4]",31,1
"[6, 2, 3, 7, 1, 5, 0, 4]",32,0
"[6, 2, 3, 7, 1, 5, 0, 4]",33,1
"[6, 2, 3, 7, 1, 5, 0, 4]",34,1
"[6, 2, 3, 7, 1, 5, 0, 4]",35,1
"[6, 2, 3, 7, 1, 5, 0, 4]",36,0
"[6, 2, 3, 7, 1, 5, 0, 4]",37,1
"[6, 2, 3, 7, 1, 5, 0, 4]",38,0
"[6, 2, 3, 7, 1, 5, 0, 4]",39,0
"[6, 2, 3, 7, 1, 5, 0, 4]",40,0
"[6, 2, 3, 7, 1, 5, 0, 4]",41,1
"[6, 2, 3, 7, 1, 5, 0, 4]",42,0
"[6, 2, 3, 7, 1, 5, 0, 4]",43,1
"[6, 2, 3, 7, 1, 5, 0, 4]",44,0
"[6, 2, 3, 7, 1, 5, 0, 4]",45,0
"[6, 2, 3, 7, 1, 5, 0, 4]",46,1
"[6, 2, 3, 7, 1, 5, 0, 4]",47,0
"[6, 2, 3, 7, 1, 5, 0, 4]",48,1
"[6, 2, 3, 7, 1, 5, 0, 4]",49,1
"[6, 2, 3, 7, 1, 5, 0, 4]",50,1
"[6, 2, 3, 7, 1, 5, 0, 4]",51,0
"[6, 2, 3, 7, 1, 5, 0, 4]",52,0
"[6, 2, 3, 7, 1, 5, 0, 4]",53,1
"[6, 2, 3, 7, 1, 5, 0, 4]",54,0
"[6, 2, 3, 7, 1, 5, 0, 4]",55,0
"[6, 2, 3, 7, 1, 5, 0, 4]",56,0
"[6, 2, 3, 7, 1, 5, 0, 4]",57,0
"[6, 2, 3, 7, 1, 5, 0, 4]",58,0
"[6, 2, 3, 7, 1, 5, 0, 4]",59,0
"[6, 2, 3, 7, 1, 5, 0, 4]",60,0
"[6, 2, 3, 7, 1, 5, 0, 4]",61,1
"[6, 2, 3, 7, 1, 5, 0, 4]",62,0
"[6, 2, 3, 7, 1, 5, 0, 4]",63,0
"[6, 2, 3, 7, 1, 5, 0, 4]",64,1
"[6, 2, 3, 7, 1, 5, 0, 4]",65,0
"[6, 2, 3, 7, 1, 5, 0, 4]",66,0
"[6, 2, 3, 7, 1, 5, 0, 4]",67,1
"[6, 2, 3, 7, 1, 5, 0, 4]",68,0
"[6, 2, 3, 7, 1, 5, 0, 4]",69,0
"[6, 2, 3, 7, 1, 5, 0, 4]",70,1
"[6, 2, 3, 7, 1, 5, 0, 4]",71,1
"[6, 2, 3, 7, 1, 5, 0, 4]",72,0
"[6, 2, 3, 7, 1, 5, 0, 4]",73,0
"[6, 2, 3, 7, 1, 5, 0, 4]",74,0
"[6, 2, 3, 7, 1, 5, 0, 4]",75,0
"[6, 2, 3, 7, 1, 5, 0, 4]",76,0
"[6, 2, 3, 7, 1, 5, 0, 4]",77,0
"[6, 2, 3, 7, 1, 5, 0, 4]",78,0
"[6, 2, 3, 7, 1, 5, 0, 4]",79,0
"[6, 2, 3, 7, 1, 5, 0, 4]",80,1
"[6, 2, 3, 7, 1, 5, 0, 4]",81,0
"[6, 2, 3, 7, 1, 5, 0, 4]",82,0
"[6, 2, 3, 7, 1, 5, 0, 4]",83,0
"[6, 2, 3, 7, 1, 5, 0, 4]",84,1
"[6, 2, 3, 7, 1, 5, 0, 4]",85,0
"[6, 2, 3, 7, 1, 5, 0, 4]",86,1
"[6, 2, 3, 7, 1, 5, 0, 4]",87,1
"[6, 2, 3, 7, 1, 5, 0, 4]",88,1
"[6, 2, 3, 7, 1, 5, 0, 4]",89,0
"[6, 2, 3, 7, 1, 5, 0, 4]",90,0
"[6, 2, 3, 7, 1, 5, 0, 4]",91,0
"[6, 2, 3, 7, 1, 5, 0, 4]",92,0
"[6, 2, 3, 7, 1, 5, 0, 4]",93,1
"[6, 2, 3, 7, 1, 5, 0, 4]",94,1
"[6, 2, 3, 7, 1, 5, 0, 4]",95,1
"[6, 2, 3, 7, 1, 5, 0, 4]",96,0
"[6, 2, 3, 7, 1, 5, 0, 4]",97,0
"[6, 2, 3, 7, 1, 5, 0, 4]",98,1
"[6, 2, 3, 7, 1, 5, 0, 4]",99,0
"[7, 1, 4, 6, 5, 3, 0, 2]",0,0
"[7, 1, 4, 6, 5, 3, 0, 2]",1,1
"[7, 1, 4, 6, 5, 3, 0, 2]",2,0
"[7, 1, 4, 6, 5, 3, 0, 2]",3,0
"[7, 1, 4, 6, 5, 3, 0, 2]",4,0
"[7, 1, 4, 6, 5, 3, 0, 2]",5,0
"[7, 1, 4, 6, 5, 3, 0, 2]",6,0
"[7, 1, 4, 6, 5, 3, 0, 2]",7,0
"[7, 1, 4, 6, 5, 3, 0, 2]",8,0
"[7, 1, 4, 6, 5, 3, 0, 2]",9,1
"[7, 1, 4, 6, 5, 3, 0, 2]",10,0
"[7, 1, 4, 6, 5, 3, 0, 2]",11,0
"[7, 1, 4, 6, 5, 3, 0, 2]",12,0
"[7, 1, 4, 6, 5, 3, 0, 2]",13,0
"[7, 1, 4, 6, 5, 3, 0, 2]",14,0
"[7, 1, 4, 6, 5, 3, 0, 2]",15,1
"[7, 1, 4, 6, 5, 3, 0, 2]",16,0
"[7, 1, 4, 6, 5, 3, 0, 2]",17,1
"[7, 1, 4, 6, 5, 3, 0, 2]",18,0
"[7, 1, 4, 6, 5, 3, 0, 2]",19,1
"[7, 1, 4, 6, 5, 3, 0, 2]",20,0
"[7, 1, 4, 6, 5, 3, 0, 2]",21,1
"[7, 1, 4, 6, 5, 3, 0, 2]",22,0
"[7, 1, 4, 6, 5, 3, 0, 2]",23,1
"[7, 1, 4, 6, 5, 3, 0, 2]",24,0
"[7, 1, 4, 6, 5, 3, 0, 2]",25,0
"[7, 1, 4, 6, 5, 3, 0, 2]",26,0
"[7, 1, 4, 6, 5, 3, 0, 2]",27,1
"[7, 1, 4, 6, 5, 3, 0, 2]",28,1
"[7, 1, 4, 6, 5, 3, 0, 2]",29,0
"[7, 1, 4, 6, 5, 3, 0, 2]",30,1
"[7, 1, 4, 6, 5, 3, 0, 2]",31,0
"[7, 1, 4, 6, 5, 3, 0, 2]",32,0
"[7, 1, 4, 6, 5, 3, 0, 2]",33,1
"[7, 1, 4, 6, 5, 3, 0, 2]",34,1
"[7, 1, 4, 6, 5, 3, 0, 2]",35,1
"[7, 1, 4, 6, 5, 3, 0, 2]",36,0
"[7, 1, 4, 6, 5, 3, 0, 2]",37,1
"[7, 1, 4, 6, 5, 3, 0, 2]",38,0
"[7, 1, 4, 6, 5, 3, 0, 2]",39,0
"[7, 1, 4, 6, 5, 3, 0, 2]",40,0
"[7, 1, 4, 6, 5, 3, 0, 2]",41,0
"[7, 1, 4, 6, 5, 3, 0, 2]",42,0
"[7, 1, 4, 6, 5, 3, 0, 2]",43,1
"[7, 1, 4, 6, 5, 3, 0, 2]",44,0
"[7, 1, 4, 6, 5, 3, 0, 2]",45,0
"[7, 1, 4, 6, 5, 3, 0, 2]",46,1
"[7, 1, 4, 6, 5, 3, 0, 2]",47,1
"[7, 1, 4, 6, 5, 3, 0, 2]",48,1
"[7, 1, 4, 6, 5, 3, 0, 2]",49,0
"[7, 1, 4, 6, 5, 3, 0, 2]",50,1
"[7, 1, 4, 6, 5, 3, 0, 2]",51,1
"[7, 1, 4, 6, 5, 3, 0, 2]",52,0
"[7, 1, 4, 6, 5, 3, 0, 2]",53,1
"[7, 1, 4, 6, 5, 3, 0, 2]",54,1
"[7, 1, 4, 6, 5, 3, 0, 2]",55,1
"[7, 1, 4, 6, 5, 3, 0, 2]",56,1
"[7, 1, 4, 6, 5, 3, 0, 2]",57,0
"[7, 1, 4, 6, 5, 3, 0, 2]",58,0
"[7, 1, 4, 6, 5, 3, 0, 2]",59,0
"[7, 1, 4, 6, 5, 3, 0, 2]",60,0
"[7, 1, 4, 6, 5, 3, 0, 2]",61,1
"[7, 1, 4, 6, 5, 3, 0, 2]",62,1
"[7, 1, 4, 6, 5, 3, 0, 2]",63,0
"[7, 1, 4, 6, 5, 3, 0, 2]",64,0
"[7, 1, 4, 6, 5, 3, 0, 2]",65,0
"[7, 1, 4, 6, 5, 3, 0, 2]",66,1
"[7, 1, 4, 6, 5, 3, 0, 2]",67,0
"[7, 1, 4, 6, 5, 3, 0, 2]",68,0
"[7, 1, 4, 6, 5, 3, 0, 2]",69,0
"[7, 1, 4, 6, 5, 3, 0, 2]",70,1
"[7, 1, 4, 6, 5, 3, 0, 2]",71,1
"[7, 1, 4, 6, 5, 3, 0, 2]",72,0
"[7, 1, 4, 6, 5, 3, 0, 2]",73,0
"[7, 1, 4, 6, 5, 3, 0, 2]",74,0
"[7, 1, 4, 6, 5, 3, 0, 2]",75,1
"[7, 1, 4, 6, 5, 3, 0, 2]",76,0
"[7, 1, 4, 6, 5, 3, 0, 2]",77,0
"[7, 1, 4, 6, 5, 3, 0, 2]",78,0
"[7, 1, 4, 6, 5, 3, 0, 2]",79,1
"[7, 1, 4, 6, 5, 3, 0, 2]",80,1
"[7, 1, 4, 6, 5, 3, 0, 2]",81,1
"[7, 1, 4, 6, 5, 3, 0, 2]",82,1
"[7, 1, 4, 6, 5, 3, 0, 2]",83,0
"[7, 1, 4, 6, 5, 3, 0, 2]",84,1
"[7, 1, 4, 6, 5, 3, 0, 2]",85,0
"[7, 1, 4, 6, 5, 3, 0, 2]",86,0
"[7, 1, 4, 6, 5, 3, 0, 2]",87,1
"[7, 1, 4, 6, 5, 3, 0, 2]",88,1
"[7, 1, 4, 6, 5, 3, 0, 2]",89,0
"[7, 1, 4, 6, 5, 3, 0, 2]",90,0
"[7, 1, 4, 6, 5, 3, 0, 2]",91,0
"[7, 1, 4, 6, 5, 3, 0, 2]",92,1
"[7, 1, 4, 6, 5, 3, 0, 2]",93,0
"[7, 1, 4, 6, 5, 3, 0, 2]",94,1
"[7, 1, 4, 6, 5, 3, 0, 2]",95,1
"[7, 1, 4, 6, 5, 3, 0, 2]",96,0
"[7, 1, 4, 6, 5, 3, 0, 2]",97,0
"[7, 1, 4, 6, 5, 3, 0, 2]",98,0
"[7, 1, 4, 6, 5, 3, 0, 2]",99,0
"[7, 3, 4, 0, 2, 6, 5, 1]",0,0
"[7, 3, 4, 0, 2, 6, 5, 1]",1,1
"[7, 3, 4, 0, 2, 6, 5, 1]",2,0
"[7, 3, 4, 0, 2, 6, 5, 1]",3,0
"[7, 3, 4, 0, 2, 6, 5, 1]",4,0
"[7, 3, 4, 0, 2, 6, 5, 1]",5,0
"[7, 3, 4, 0, 2, 6, 5, 1]",6,0
"[7, 3, 4, 0, 2, 6, 5, 1]",7,1
"[7, 3, 4, 0, 2, 6, 5, 1]",8,0
"[7, 3, 4, 0, 2, 6, 5, 1]",9,1
"[7, 3, 4, 0, 2, 6, 5, 1]",10,0
"[7, 3, 4, 0, 2, 6, 5, 1]",11,0
"[7, 3, 4, 0, 2, 6, 5, 1]",12,1
"[7, 3, 4, 0, 2, 6, 5, 1]",13,0
"[7, 3, 4, 0, 2, 6, 5, 1]",14,0
"[7, 3, 4, 0, 2, 6, 5, 1]",15,1
"[7, 3, 4, 0, 2, 6, 5, 1]",16,0
"[7, 3, 4, 0, 2, 6, 5, 1]",17,1
"[7, 3, 4, 0, 2, 6, 5, 1]",18,0
"[7, 3, 4, 0, 2, 6, 5, 1]",19,0
"[7, 3, 4, 0, 2, 6, 5, 1]",20,0
"[7, 3, 4, 0, 2, 6, 5, 1]",21,0
"[7, 3, 4, 0, 2, 6, 5, 1]",22,0
"[7, 3, 4, 0, 2, 6, 5, 1]",23,0
"[7, 3, 4, 0, 2, 6, 5, 1]",24,1
"[7, 3, 4, 0, 2, 6, 5, 1]",25,0
"[7, 3, 4, 0, 2, 6, 5, 1]",26,1
"[7, 3, 4, 0, 2, 6, 5, 1]",27,1
"[7, 3, 4, 0, 2, 6, 5, 1]",28,0
"[7, 3, 4, 0, 2, 6, 5, 1]",29,1
"[7, 3, 4, 0, 2, 6, 5, 1]",30,0
"[7, 3, 4, 0, 2, 6, 5, 1]",31,1
"[7, 3, 4, 0, 2, 6, 5, 1]",32,0
"[7, 3, 4, 0, 2, 6, 5, 1]",33,1
"[7, 3, 4, 0, 2, 6, 5, 1]",34,0
"[7, 3, 4, 0, 2, 6, 5, 1]",35,1
"[7, 3, 4, 0, 2, 6, 5, 1]",36,0
"[7, 3, 4, 0, 2, 6, 5, 1]",37,1
"[7, 3, 4, 0, 2, 6, 5, 1]",38,1
"[7, 3, 4, 0, 2, 6, 5, 1]",39,0
"[7, 3, 4, 0, 2, 6, 5, 1]",40,0
"[7, 3, 4, 0, 2, 6, 5, 1]",41,1
"[7, 3, 4, 0, 2, 6, 5, 1]",42,1
"[7, 3, 4, 0, 2, 6, 5, 1]",43,1
"[7, 3, 4, 0, 2, 6, 5, 1]",44,0
"[7, 3, 4, 0, 2, 6, 5, 1]",45,0
"[7, 3, 4, 0, 2, 6, 5, 1]",46,1
"[7, 3, 4, 0, 2, 6, 5, 1]",47,0
"[7, 3, 4, 0, 2, 6, 5, 1]",48,0
"[7, 3, 4, 0, 2, 6, 5, 1]",49,1
"[7, 3, 4, 0, 2, 6, 5, 1]",50,1
"[7, 3, 4, 0, 2, 6, 5, 1]",51,1
"[7, 3, 4, 0, 2, 6, 5, 1]",52,0
"[7, 3, 4, 0, 2, 6, 5, 1]",53,1
"[7, 3, 4, 0, 2, 6, 5, 1]",54,0
"[7, 3, 4, 0, 2, 6, 5, 1]",55,1
"[7, 3, 4, 0, 2, 6, 5, 1]",56,0
"[7, 3, 4, 0, 2, 6, 5, 1]",57,0
"[7, 3, 4, 0, 2, 6, 5, 1]",58,0
"[7, 3, 4, 0, 2, 6, 5, 1]",59,0
"[7, 3, 4, 0, 2, 6, 5, 1]",60,0
"[7, 3, 4, 0, 2, 6, 5, 1]",61,0
"[7, 3, 4, 0, 2, 6, 5, 1]",62,0
"[7, 3, 4, 0, 2, 6, 5, 1]",63,1
"[7, 3, 4, 0, 2, 6, 5, 1]",64,0
"[7, 3, 4, 0, 2, 6, 5, 1]",65,0
"[7, 3, 4, 0, 2, 6, 5, 1]",66,1
"[7, 3, 4, 0, 2, 6, 5, 1]",67,0
"[7, 3, 4, 0, 2, 6, 5, 1]",68,0
"[7, 3, 4, 0, 2, 6, 5, 1]",69,0
"[7, 3, 4, 0, 2, 6, 5, 1]",70,1
"[7, 3, 4, 0, 2, 6, 5, 1]",71,0
"[7, 3, 4, 0, 2, 6, 5, 1]",72,0
"[7, 3, 4, 0, 2, 6, 5, 1]",73,0
"[7, 3, 4, 0, 2, 6, 5, 1]",74,0
"[7, 3, 4, 0, 2, 6, 5, 1]",75,0
"[7, 3, 4, 0, 2, 6, 5, 1]",76,1
"[7, 3, 4, 0, 2, 6, 5, 1]",77,0
"[7, 3, 4, 0, 2, 6, 5, 1]",78,0
"[7, 3, 4, 0, 2, 6, 5, 1]",79,0
"[7, 3, 4, 0, 2, 6, 5, 1]",80,0
"[7, 3, 4, 0, 2, 6, 5, 1]",81,1
"[7, 3, 4, 0, 2, 6, 5, 1]",82,0
"[7, 3, 4, 0, 2, 6, 5, 1]",83,0
"[7, 3, 4, 0, 2, 6, 5, 1]",84,1
"[7, 3, 4, 0, 2, 6, 5, 1]",85,0
"[7, 3, 4, 0, 2, 6, 5, 1]",86,0
"[7, 3, 4, 0, 2, 6, 5, 1]",87,1
"[7, 3, 4, 0, 2, 6, 5, 1]",88,1
"[7, 3, 4, 0, 2, 6, 5, 1]",89,0
"[7, 3, 4, 0, 2, 6, 5, 1]",90,0
"[7, 3, 4, 0, 2, 6, 5, 1]",91,0
"[7, 3, 4, 0, 2, 6, 5, 1]",92,0
"[7, 3, 4, 0, 2, 6, 5, 1]",93,0
"[7, 3, 4, 0, 2, 6, 5, 1]",94,1
"[7, 3, 4, 0, 2, 6, 5, 1]",95,1
"[7, 3, 4, 0, 2, 6, 5, 1]",96,0
"[7, 3, 4, 0, 2, 6, 5, 1]",97,1
"[7, 3, 4, 0, 2, 6, 5, 1]",98,1
"[7, 3, 4, 0, 2, 6, 5, 1]",99,1
"[5, 2, 3, 4, 0, 1, 7, 6]",0,0
"[5, 2, 3, 4, 0, 1, 7, 6]",1,1
"[5, 2, 3, 4, 0, 1, 7, 6]",2,0
"[5, 2, 3, 4, 0, 1, 7, 6]",3,0
"[5, 2, 3, 4, 0, 1, 7, 6]",4,1
"[5, 2, 3, 4, 0, 1, 7, 6]",5,0
"[5, 2, 3, 4, 0, 1, 7, 6]",6,0
"[5, 2, 3, 4, 0, 1, 7, 6]",7,0
"[5, 2, 3, 4, 0, 1, 7, 6]",8,0
"[5, 2, 3, 4, 0, 1, 7, 6]",9,1
"[5, 2, 3, 4, 0, 1, 7, 6]",10,0
"[5, 2, 3, 4, 0, 1, 7, 6]",11,0
"[5, 2, 3, 4, 0, 1, 7, 6]",12,0
"[5, 2, 3, 4, 0, 1, 7, 6]",13,1
"[5, 2, 3, 4, 0, 1, 7, 6]",14,0
"[5, 2, 3, 4, 0, 1, 7, 6]",15,0
"[5, 2, 3, 4, 0, 1, 7, 6]",16,0
"[5, 2, 3, 4, 0, 1, 7, 6]",17,1
"[5, 2, 3, 4, 0, 1, 7, 6]",18,1
"[5, 2, 3, 4, 0, 1, 7, 6]",19,1
"[5, 2, 3, 4, 0, 1, 7, 6]",20,0
"[5, 2, 3, 4, 0, 1, 7, 6]",21,0
"[5, 2, 3, 4, 0, 1, 7, 6]",22,0
"[5, 2, 3, 4, 0, 1, 7, 6]",23,0
"[5, 2, 3, 4, 0, 1, 7, 6]",24,0
"[5, 2, 3, 4, 0, 1, 7, 6]",25,0
"[5, 2, 3, 4, 0, 1, 7, 6]",26,1
"[5, 2, 3, 4, 0, 1, 7, 6]",27,1
"[5, 2, 3, 4, 0, 1, 7, 6]",28,0
"[5, 2, 3, 4, 0, 1, 7, 6]",29,0
"[5, 2, 3, 4, 0, 1, 7, 6]",30,0
"[5, 2, 3, 4, 0, 1, 7, 6]",31,1
"[5, 2, 3, 4, 0, 1, 7, 6]",32,0
"[5, 2, 3, 4, 0, 1, 7, 6]",33,1
"[5, 2, 3, 4, 0, 1, 7, 6]",34,0
"[5, 2, 3, 4, 0, 1, 7, 6]",35,1
"[5, 2, 3, 4, 0, 1, 7, 6]",36,0
"[5, 2, 3, 4, 0, 1, 7, 6]",37,1
"[5, 2, 3, 4, 0, 1, 7, 6]",38,0
"[5, 2, 3, 4, 0, 1, 7, 6]",39,0
"[5, 2, 3, 4, 0, 1, 7, 6]",40,1
"[5, 2, 3, 4, 0, 1, 7, 6]",41,1
"[5, 2, 3, 4, 0, 1, 7, 6]",42,0
"[5, 2, 3, 4, 0, 1, 7, 6]",43,0
"[5, 2, 3, 4, 0, 1, 7, 6]",44,0
"[5, 2, 3, 4, 0, 1, 7, 6]",45,0
"[5, 2, 3, 4, 0, 1, 7, 6]",46,1
"[5, 2, 3, 4, 0, 1, 7, 6]",47,1
"[5, 2, 3, 4, 0, 1, 7, 6]",48,1
"[5, 2, 3, 4, 0, 1, 7, 6]",49,0
"[5, 2, 3, 4, 0, 1, 7, 6]",50,1
"[5, 2, 3, 4, 0, 1, 7, 6]",51,1
"[5, 2, 3, 4, 0, 1, 7, 6]",52,0
"[5, 2, 3, 4, 0, 1, 7, 6]",53,0
"[5, 2, 3, 4, 0, 1, 7, 6]",54,0
"[5, 2, 3, 4, 0, 1, 7, 6]",55,1
"[5, 2, 3, 4, 0, 1, 7, 6]",56,1
"[5, 2, 3, 4, 0, 1, 7, 6]",57,0
"[5, 2, 3, 4, 0, 1, 7, 6]",58,1
"[5, 2, 3, 4, 0, 1, 7, 6]",59,0
"[5, 2, 3, 4, 0, 1, 7, 6]",60,0
"[5, 2, 3, 4, 0, 1, 7, 6]",61,1
"[5, 2, 3, 4, 0, 1, 7, 6]",62,0
"[5, 2, 3, 4, 0, 1, 7, 6]",63,0
"[5, 2, 3, 4, 0, 1, 7, 6]",64,1
"[5, 2, 3, 4, 0, 1, 7, 6]",65,0
"[5, 2, 3, 4, 0, 1, 7, 6]",66,0
"[5, 2, 3, 4, 0, 1, 7, 6]",67,1
"[5, 2, 3, 4, 0, 1, 7, 6]",68,1
"[5, 2, 3, 4, 0, 1, 7, 6]",69,0
"[5, 2, 3, 4, 0, 1, 7, 6]",70,1
"[5, 2, 3, 4, 0, 1, 7, 6]",71,1
"[5, 2, 3, 4, 0, 1, 7, 6]",72,1
"[5, 2, 3, 4, 0, 1, 7, 6]",73,0
"[5, 2, 3, 4, 0, 1, 7, 6]",74,0
"[5, 2, 3, 4, 0, 1, 7, 6]",75,0
"[5, 2, 3, 4, 0, 1, 7, 6]",76,0
"[5, 2, 3, 4, 0, 1, 7, 6]",77,0
"[5, 2, 3, 4, 0, 1, 7, 6]",78,0
"[5, 2, 3, 4, 0, 1, 7, 6]",79,1
"[5, 2, 3, 4, 0, 1, 7, 6]",80,0
"[5, 2, 3, 4, 0, 1, 7, 6]",81,0
"[5, 2, 3, 4, 0, 1, 7, 6]",82,0
"[5, 2, 3, 4, 0, 1, 7, 6]",83,0
"[5, 2, 3, 4, 0, 1, 7, 6]",84,0
"[5, 2, 3, 4, 0, 1, 7, 6]",85,0
"[5, 2, 3, 4, 0, 1, 7, 6]",86,0
"[5, 2, 3, 4, 0, 1, 7, 6]",87,1
"[5, 2, 3, 4, 0, 1, 7, 6]",88,1
"[5, 2, 3, 4, 0, 1, 7, 6]",89,0
"[5, 2, 3, 4, 0, 1, 7, 6]",90,0
"[5, 2, 3, 4, 0, 1, 7, 6]",91,0
"[5, 2, 3, 4, 0, 1, 7, 6]",92,0
"[5, 2, 3, 4, 0, 1, 7, 6]",93,1
"[5, 2, 3, 4, 0, 1, 7, 6]",94,1
"[5, 2, 3, 4, 0, 1, 7, 6]",95,1
"[5, 2, 3, 4, 0, 1, 7, 6]",96,0
"[5, 2, 3, 4, 0, 1, 7, 6]",97,0
"[5, 2, 3, 4, 0, 1, 7, 6]",98,0
"[5, 2, 3, 4, 0, 1, 7, 6]",99,0
"[3, 2, 0, 5, 1, 6, 4, 7]",0,0
"[3, 2, 0, 5, 1, 6, 4, 7]",1,0
"[3, 2, 0, 5, 1, 6, 4, 7]",2,0
"[3, 2, 0, 5, 1, 6, 4, 7]",3,0
"[3, 2, 0, 5, 1, 6, 4, 7]",4,0
"[3, 2, 0, 5, 1, 6, 4, 7]",5,0
"[3, 2, 0, 5, 1, 6, 4, 7]",6,0
"[3, 2, 0, 5, 1, 6, 4, 7]",7,1
"[3, 2, 0, 5, 1, 6, 4, 7]",8,0
"[3, 2, 0, 5, 1, 6, 4, 7]",9,1
"[3, 2, 0, 5, 1, 6, 4, 7]",10,0
"[3, 2, 0, 5, 1, 6, 4, 7]",11,0
"[3, 2, 0, 5, 1, 6, 4, 7]",12,0
"[3, 2, 0, 5, 1, 6, 4, 7]",13,1
"[3, 2, 0, 5, 1, 6, 4, 7]",14,0
"[3, 2, 0, 5, 1, 6, 4, 7]",15,0
"[3, 2, 0, 5, 1, 6, 4, 7]",16,0
"[3, 2, 0, 5, 1, 6, 4, 7]",17,1
"[3, 2, 0, 5, 1, 6, 4, 7]",18,0
"[3, 2, 0, 5, 1, 6, 4, 7]",19,1
"[3, 2, 0, 5, 1, 6, 4, 7]",20,0
"[3, 2, 0, 5, 1, 6, 4, 7]",21,1
"[3, 2, 0, 5, 1, 6, 4, 7]",22,0
"[3, 2, 0, 5, 1, 6, 4, 7]",23,0
"[3, 2, 0, 5, 1, 6, 4, 7]",24,0
"[3, 2, 0, 5, 1, 6, 4, 7]",25,0
"[3, 2, 0, 5, 1, 6, 4, 7]",26,1
"[3, 2, 0, 5, 1, 6, 4, 7]",27,1
"[3, 2, 0, 5, 1, 6, 4, 7]",28,0
"[3, 2, 0, 5, 1, 6, 4, 7]",29,0
"[3, 2, 0, 5, 1, 6, 4, 7]",30,1
"[3, 2, 0, 5, 1, 6, 4, 7]",31,1
"[3, 2, 0, 5, 1, 6, 4, 7]",32,0
"[3, 2, 0, 5, 1, 6, 4, 7]",33,1
"[3, 2, 0, 5, 1, 6, 4, 7]",34,0
"[3, 2, 0, 5, 1, 6, 4, 7]",35,1
"[3, 2, 0, 5, 1, 6, 4, 7]",36,0
"[3, 2, 0, 5, 1, 6, 4, 7]",37,1
"[3, 2, 0, 5, 1, 6, 4, 7]",38,0
"[3, 2, 0, 5, 1, 6, 4, 7]",39,0
"[3, 2, 0, 5, 1, 6, 4, 7]",40,0
"[3, 2, 0, 5, 1, 6, 4, 7]",41,1
"[3, 2, 0, 5, 1, 6, 4, 7]",42,0
"[3, 2, 0, 5, 1, 6, 4, 7]",43,0
"[3, 2, 0, 5, 1, 6, 4, 7]",44,0
"[3, 2, 0, 5, 1, 6, 4, 7]",45,0
"[3, 2, 0, 5, 1, 6, 4, 7]",46,1
"[3, 2, 0, 5, 1, 6, 4, 7]",47,1
"[3, 2, 0, 5, 1, 6, 4, 7]",48,1
"[3, 2, 0, 5, 1, 6, 4, 7]",49,1
"[3, 2, 0, 5, 1, 6, 4, 7]",50,1
"[3, 2, 0, 5, 1, 6, 4, 7]",51,1
"[3, 2, 0, 5, 1, 6, 4, 7]",52,0
"[3, 2, 0, 5, 1, 6, 4, 7]",53,1
"[3, 2, 0, 5, 1, 6, 4, 7]",54,0
"[3, 2, 0, 5, 1, 6, 4, 7]",55,1
"[3, 2, 0, 5, 1, 6, 4, 7]",56,0
"[3, 2, 0, 5, 1, 6, 4, 7]",57,0
"[3, 2, 0, 5, 1, 6, 4, 7]",58,0
"[3, 2, 0, 5, 1, 6, 4, 7]",59,0
"[3, 2, 0, 5, 1, 6, 4, 7]",60,0
"[3, 2, 0, 5, 1, 6, 4, 7]",61,1
"[3, 2, 0, 5, 1, 6, 4, 7]",62,0
